hu1,hu2,hu3,hu4,hu5,hu6,hu7,etiqueta
0.15959689666573917,0.00013990029821714142,4.747037244376787e-10,7.061417690636877e-13,8.629794030261823e-24,5.342530492249217e-15,-9.62671082787239e-24,1
0.1668464173612802,6.234293032939168e-05,1.9142471671489462e-31,2.7330217438992505e-30,1.2075490783864676e-60,6.209137894329004e-33,-1.5651133318871206e-60,2
0.16676990912835152,3.7874357418917376e-05,1.2636495436135086e-12,1.38658545122851e-13,-5.477896598774258e-26,8.494890764737211e-16,1.9183265127092274e-26,2
0.15945574104690807,9.520333375848326e-05,3.1623998262107283e-10,2.9460498586961533e-13,-2.245633377285456e-24,-2.296440715325297e-15,-1.7444748531087297e-24,1
0.19267170850510662,9.790737586202244e-05,0.004564513602885948,3.027111349464827e-06,-1.7943209761754447e-10,-1.5753825701275373e-08,-3.072743549501135e-10,3
0.1670539654778234,0.00012876084959107946,8.113183939859309e-32,2.1094278243634203e-31,2.1853486209141013e-62,2.3041041330070852e-33,1.6850880932349697e-62,2
0.15954781680860117,0.00012429028486125185,2.5568833368245147e-10,2.9556764890510375e-13,-2.566678409377073e-24,-3.294335907028132e-15,1.1939191343448912e-25,1
0.16669711498524653,8.832769752126813e-06,0.0,0.0,0.0,0.0,0.0,2
0.19228048617976534,9.811975468930445e-06,0.004527293849000114,2.792747775305091e-07,-9.878335561449202e-12,-8.727792125078016e-10,-1.0155828302933723e-12,3
0.15928767270109434,4.152224308132453e-05,1.3034903986058693e-09,5.105085083087846e-13,1.4077656095820552e-24,7.571608727435294e-17,-1.309370945983193e-23,1
0.16687178865454744,7.03547912562603e-05,1.4711061110044777e-30,1.1530291140305366e-30,1.4192671540055594e-60,-3.535252651172883e-33,-4.906889336192087e-61,2
0.1595697889871815,0.00013169545223980223,3.515243178945495e-10,4.4627935966323526e-13,-9.067111945888644e-25,-1.0787334036730717e-15,-5.515662517219008e-24,1
0.19303325023235338,0.0002231861238625553,0.004582658494927111,7.688458236581679e-06,1.4430969262348946e-09,1.1484009450833046e-07,1.4570309867764548e-11,3
0.16691517184428206,8.426323888157121e-05,2.9925198987445867e-30,8.387955403916055e-31,1.2982250657621068e-60,-3.250829569045933e-33,2.840271088344714e-61,2
0.15919307723685663,1.1581111947780598e-05,2.978112192595866e-11,2.8403833295341855e-15,7.11432224229693e-28,9.645891208985116e-18,-4.19899857326051e-28,1
